UTC,Altitude
2020-01-12T22:09:49Z,23075
2020-01-12T22:09:55Z,23325
2020-01-12T22:10:01Z,23500
2020-01-12T22:10:08Z,23650
2020-01-12T22:10:14Z,23800
2020-01-12T22:11:16Z,25175
2020-01-12T22:11:40Z,25700
2020-01-12T22:11:48Z,25775
2020-01-12T22:11:55Z,25825
2020-01-12T22:12:03Z,25900
2020-01-12T22:12:11Z,25925
2020-01-12T22:12:19Z,26000
2020-01-12T22:12:25Z,26050
2020-01-12T22:12:31Z,26125
2020-01-12T22:12:37Z,26200
2020-01-12T22:12:44Z,26300
2020-01-12T22:12:53Z,26425
2020-01-12T22:13:55Z,27600
2020-01-12T22:14:57Z,28875
2020-01-12T22:15:59Z,29900
2020-01-12T22:17:00Z,30925
2020-01-12T22:18:02Z,32500
2020-01-12T22:19:07Z,33675
2020-01-12T22:20:07Z,35000
2020-01-12T22:20:59Z,35925
2020-01-12T22:22:31Z,35975
2020-01-12T22:23:32Z,35975
2020-01-12T22:24:33Z,35975
2020-01-12T22:25:36Z,36000
2020-01-12T22:26:36Z,36000
2020-01-12T22:27:40Z,35975
2020-01-12T22:28:33Z,36000
2020-01-12T22:30:00Z,36000
2020-01-12T22:31:03Z,36000
2020-01-12T22:52:17Z,36000
2020-01-12T23:05:21Z,35975
2020-01-12T23:06:20Z,36000
2020-01-12T23:07:23Z,36000
2020-01-12T23:46:07Z,35975
2020-01-12T23:47:09Z,36000
2020-01-12T23:48:13Z,35975
2020-01-12T23:49:16Z,35975
2020-01-12T23:50:19Z,36000
2020-01-12T23:51:21Z,36000
2020-01-12T23:52:21Z,35975
2020-01-12T23:53:32Z,35975
2020-01-12T23:54:35Z,36000
2020-01-12T23:55:38Z,36000
2020-01-12T23:56:42Z,36000
2020-01-12T23:57:46Z,35975
2020-01-12T23:58:49Z,35975
2020-01-12T23:59:51Z,36000
2020-01-13T00:00:53Z,35975
2020-01-13T00:01:56Z,36000
2020-01-13T00:02:58Z,35975
2020-01-13T00:04:00Z,36000
2020-01-13T00:05:02Z,35975
2020-01-13T00:06:05Z,35975
2020-01-13T00:07:08Z,35975
2020-01-13T00:08:13Z,36000
2020-01-13T00:09:16Z,36000
2020-01-13T00:10:19Z,35975
2020-01-13T00:11:23Z,35975
2020-01-13T00:12:25Z,36000
2020-01-13T00:13:29Z,35975
2020-01-13T00:14:36Z,36000
2020-01-13T00:15:37Z,35975
2020-01-13T00:16:41Z,35975
2020-01-13T00:17:43Z,35975
2020-01-13T00:18:57Z,36000
2020-01-13T00:19:58Z,36000
2020-01-13T00:20:59Z,35975
2020-01-13T00:22:00Z,35975
2020-01-13T00:23:03Z,36000
2020-01-13T00:24:02Z,35975
2020-01-13T00:25:08Z,36000
2020-01-13T00:26:11Z,36000
2020-01-13T00:27:15Z,36000
2020-01-13T00:28:17Z,36000
2020-01-13T00:29:27Z,35975
2020-01-13T00:30:27Z,36000
2020-01-13T00:30:51Z,35975
2020-01-13T01:38:24Z,35975
2020-01-13T01:39:26Z,36000
2020-01-13T01:40:30Z,35975
2020-01-13T01:41:30Z,36000
2020-01-13T01:42:33Z,35975
2020-01-13T01:43:37Z,36000
2020-01-13T01:44:40Z,35975
2020-01-13T01:45:43Z,36000
2020-01-13T01:46:47Z,35975
2020-01-13T01:47:50Z,36000
2020-01-13T01:48:49Z,36000
2020-01-13T01:49:53Z,36000
2020-01-13T01:50:56Z,35975
2020-01-13T01:51:59Z,35975
2020-01-13T01:53:02Z,35975
2020-01-13T01:54:04Z,35975
2020-01-13T01:55:06Z,35975
2020-01-13T01:56:09Z,36000
2020-01-13T01:57:11Z,35975
2020-01-13T01:58:15Z,35975
2020-01-13T01:59:18Z,35975
2020-01-13T02:00:21Z,35975
2020-01-13T02:01:24Z,35975
2020-01-13T02:02:25Z,36000
2020-01-13T02:03:28Z,35975
2020-01-13T02:04:31Z,36000
2020-01-13T02:05:35Z,36000
2020-01-13T02:06:37Z,36000
2020-01-13T02:07:37Z,35975
2020-01-13T02:08:40Z,36000
2020-01-13T02:09:44Z,35975
2020-01-13T02:10:47Z,36000
2020-01-13T02:11:50Z,35975
2020-01-13T02:21:26Z,35975
2020-01-13T02:22:30Z,35975
2020-01-13T02:23:29Z,35975
2020-01-13T02:24:33Z,36000
2020-01-13T02:25:34Z,36000
2020-01-13T02:26:37Z,36000
2020-01-13T02:27:40Z,36000
2020-01-13T02:28:41Z,35975
2020-01-13T02:29:43Z,36000
2020-01-13T02:30:47Z,36000
2020-01-13T02:31:50Z,35975
2020-01-13T02:32:50Z,35975
2020-01-13T02:33:54Z,36000
2020-01-13T02:34:57Z,36000
2020-01-13T02:35:58Z,36350
2020-01-13T02:37:00Z,37250
2020-01-13T02:38:04Z,38250
2020-01-13T02:39:07Z,39225
2020-01-13T02:40:08Z,39925
2020-01-13T02:41:11Z,40000
2020-01-13T02:42:14Z,40000
2020-01-13T02:43:15Z,40000
2020-01-13T02:44:15Z,40000
2020-01-13T02:45:20Z,40000
2020-01-13T02:46:19Z,39975
2020-01-13T02:47:22Z,40000
2020-01-13T02:48:27Z,39975
2020-01-13T02:49:29Z,39975
2020-01-13T02:50:29Z,39975
2020-01-13T02:51:33Z,39975
2020-01-13T02:52:36Z,39975
2020-01-13T02:53:37Z,40000
2020-01-13T02:54:39Z,39975
2020-01-13T02:55:43Z,39975
2020-01-13T02:56:43Z,39975
2020-01-13T02:57:47Z,40000
2020-01-13T02:58:47Z,40000
2020-01-13T02:59:51Z,39975
2020-01-13T03:00:55Z,40000
2020-01-13T03:01:55Z,39975
2020-01-13T03:02:58Z,39975
2020-01-13T03:04:02Z,39975
2020-01-13T03:05:02Z,39975
2020-01-13T03:06:05Z,40000
2020-01-13T03:07:06Z,39975
2020-01-13T03:08:09Z,40000
2020-01-13T03:09:12Z,40000
2020-01-13T03:10:13Z,40000
2020-01-13T03:11:16Z,40000
2020-01-13T03:12:17Z,39975
2020-01-13T03:13:21Z,40000
2020-01-13T03:14:23Z,40000
2020-01-13T03:15:24Z,40000
2020-01-13T03:16:27Z,40000
2020-01-13T03:17:29Z,40000
2020-01-13T03:18:30Z,39975
2020-01-13T03:19:31Z,40000
2020-01-13T03:20:35Z,39975
2020-01-13T03:21:39Z,40000
2020-01-13T03:22:38Z,40000
2020-01-13T03:23:41Z,40000
2020-01-13T03:24:42Z,40000
2020-01-13T03:25:46Z,39975
2020-01-13T03:26:48Z,40000
2020-01-13T03:27:49Z,40000
2020-01-13T03:28:50Z,39975
2020-01-13T03:29:50Z,40000
2020-01-13T03:30:53Z,40000
2020-01-13T03:31:54Z,39975
2020-01-13T03:32:57Z,39975
2020-01-13T03:33:58Z,40000
2020-01-13T03:34:59Z,40000
2020-01-13T03:36:01Z,40000
2020-01-13T03:37:03Z,40000
2020-01-13T03:38:02Z,40000
2020-01-13T03:39:05Z,40000
2020-01-13T03:40:07Z,40000
2020-01-13T03:41:06Z,39975
2020-01-13T03:42:08Z,39975
2020-01-13T03:43:10Z,39975
2020-01-13T03:44:30Z,40000
2020-01-13T03:45:31Z,39975
2020-01-13T03:45:46Z,39975
2020-01-13T03:47:17Z,40000
2020-01-13T03:48:18Z,40000
2020-01-13T03:49:18Z,39975
2020-01-13T03:50:19Z,39975
2020-01-13T03:51:20Z,40000
2020-01-13T03:52:22Z,39975
2020-01-13T03:53:23Z,40000
2020-01-13T03:54:25Z,39975
2020-01-13T03:55:26Z,39975
2020-01-13T03:56:33Z,40000
2020-01-13T03:57:35Z,39975
2020-01-13T03:58:38Z,40000
2020-01-13T03:59:42Z,39975
2020-01-13T04:00:45Z,40000
2020-01-13T04:01:44Z,39975
2020-01-13T04:02:48Z,40000
2020-01-13T04:03:49Z,40000
2020-01-13T04:04:51Z,39975
2020-01-13T04:05:55Z,40000
2020-01-13T04:06:58Z,40000
2020-01-13T04:08:01Z,40000
2020-01-13T04:09:02Z,39975
2020-01-13T04:10:06Z,39975
2020-01-13T04:11:08Z,40000
2020-01-13T04:12:11Z,40000
2020-01-13T04:13:12Z,40000
2020-01-13T04:14:16Z,39975
2020-01-13T04:15:18Z,40000
2020-01-13T04:16:19Z,40000
2020-01-13T04:17:22Z,39975
2020-01-13T04:18:26Z,40000
2020-01-13T04:19:29Z,40000
2020-01-13T04:20:28Z,40000
2020-01-13T04:21:31Z,40000
2020-01-13T04:21:53Z,40000
2020-01-13T04:23:21Z,39975
2020-01-13T04:24:24Z,40000
2020-01-13T04:25:27Z,39975
2020-01-13T04:26:28Z,40000
2020-01-13T04:27:30Z,40000
2020-01-13T04:28:35Z,40000
2020-01-13T04:29:36Z,39975
2020-01-13T04:30:40Z,39975
2020-01-13T04:31:44Z,40000
2020-01-13T04:32:46Z,40000
2020-01-13T04:33:50Z,40000
2020-01-13T04:34:53Z,39975
2020-01-13T04:35:56Z,40000
2020-01-13T04:37:00Z,39975
2020-01-13T04:38:00Z,39975
2020-01-13T04:39:04Z,40000
2020-01-13T04:40:06Z,40000
2020-01-13T04:41:09Z,39975
2020-01-13T04:42:13Z,39975
2020-01-13T04:43:13Z,40000
2020-01-13T04:44:17Z,39975
2020-01-13T04:45:19Z,39975
2020-01-13T04:46:23Z,40000
2020-01-13T04:47:25Z,40000
2020-01-13T04:48:25Z,39975
2020-01-13T04:49:29Z,39975
2020-01-13T04:50:32Z,40000
2020-01-13T04:51:34Z,40000
2020-01-13T04:52:35Z,40000
2020-01-13T04:53:38Z,40000
2020-01-13T04:54:41Z,39975
2020-01-13T04:55:45Z,39975
2020-01-13T04:56:49Z,40000
2020-01-13T04:57:50Z,39975
2020-01-13T04:58:54Z,39975
2020-01-13T04:59:58Z,39975
2020-01-13T05:00:57Z,40000
2020-01-13T05:01:59Z,40000
2020-01-13T05:03:01Z,40000
2020-01-13T05:04:03Z,39975
2020-01-13T05:05:01Z,40000
2020-01-13T05:06:04Z,39975
2020-01-13T05:07:10Z,40000
2020-01-13T05:08:12Z,39525
2020-01-13T05:09:11Z,38850
2020-01-13T05:10:14Z,38100
2020-01-13T05:10:31Z,38000
2020-01-13T05:10:42Z,38000
2020-01-13T05:10:52Z,38000
2020-01-13T05:11:03Z,37975
2020-01-13T05:11:12Z,37975
2020-01-13T05:11:20Z,37975
2020-01-13T05:12:24Z,38000
2020-01-13T05:13:29Z,37975
2020-01-13T05:14:30Z,37975
2020-01-13T05:15:33Z,38000
2020-01-13T05:16:40Z,38000
2020-01-13T05:17:46Z,38000
2020-01-13T05:19:01Z,37550
2020-01-13T05:20:05Z,34150
2020-01-13T05:21:07Z,30150
2020-01-13T05:22:07Z,28475
2020-01-13T05:23:10Z,25725
2020-01-13T05:24:01Z,23550
2020-01-13T05:25:33Z,20400
2020-01-13T05:26:34Z,18625
2020-01-13T05:27:39Z,16725
2020-01-13T05:28:15Z,15725
2020-01-13T05:28:52Z,14725
2020-01-13T05:29:21Z,13875
2020-01-13T05:29:57Z,12875
2020-01-13T05:30:32Z,11875
2020-01-13T05:30:48Z,11425
2020-01-13T05:31:03Z,11000
2020-01-13T05:31:13Z,10700
2020-01-13T05:31:22Z,10525
2020-01-13T05:31:29Z,10475
2020-01-13T05:31:44Z,10325
2020-01-13T05:31:54Z,10225
2020-01-13T05:32:09Z,10100
2020-01-13T05:32:25Z,9925
2020-01-13T05:32:40Z,9625
2020-01-13T05:32:50Z,9400
2020-01-13T05:32:59Z,9175
2020-01-13T05:33:19Z,8725
2020-01-13T05:33:30Z,8500
2020-01-13T05:33:45Z,8150
2020-01-13T05:34:01Z,7850
2020-01-13T05:34:15Z,7525
2020-01-13T05:34:31Z,7200
2020-01-13T05:34:41Z,7000
2020-01-13T05:34:55Z,6850
2020-01-13T05:35:05Z,6800
2020-01-13T05:35:21Z,6600
2020-01-13T05:35:36Z,6375
2020-01-13T05:35:51Z,6050
2020-01-13T05:36:06Z,5750
2020-01-13T05:36:21Z,5475
2020-01-13T05:36:36Z,5175
2020-01-13T05:36:52Z,4900
2020-01-13T05:37:01Z,4725
2020-01-13T05:37:12Z,4575
2020-01-13T05:37:21Z,4425
2020-01-13T05:37:32Z,4325
2020-01-13T05:37:42Z,4250
2020-01-13T05:37:52Z,4150
2020-01-13T05:38:02Z,4075
2020-01-13T05:38:12Z,3975
2020-01-13T05:38:22Z,3875
2020-01-13T05:38:32Z,3800
2020-01-13T05:38:42Z,3775
2020-01-13T05:38:53Z,3775
2020-01-13T05:39:02Z,3775
2020-01-13T05:39:13Z,3775
2020-01-13T05:39:23Z,3775
2020-01-13T05:39:33Z,3775
2020-01-13T05:39:43Z,3775
2020-01-13T05:39:54Z,3775
2020-01-13T05:40:04Z,3775
2020-01-13T05:40:13Z,3775
2020-01-13T05:40:24Z,3775
2020-01-13T05:40:33Z,3775
2020-01-13T05:40:43Z,3775
2020-01-13T05:40:54Z,3800
2020-01-13T05:41:04Z,3775
2020-01-13T05:41:14Z,3775
2020-01-13T05:41:24Z,3775
2020-01-13T05:41:35Z,3775
2020-01-13T05:41:44Z,3775
2020-01-13T05:41:54Z,3775
2020-01-13T05:42:04Z,3675
2020-01-13T05:42:20Z,3400
2020-01-13T05:42:31Z,3200
2020-01-13T05:42:40Z,3025
2020-01-13T05:42:49Z,2850
2020-01-13T05:43:00Z,2700
2020-01-13T05:43:09Z,2550
2020-01-13T05:43:20Z,2350
2020-01-13T05:43:31Z,2225
2020-01-13T05:43:40Z,2050
2020-01-13T05:43:50Z,1875
2020-01-13T05:44:01Z,1725
2020-01-13T05:44:15Z,1525
2020-01-13T05:44:26Z,1375
2020-01-13T05:44:36Z,1250
2020-01-13T05:44:46Z,1150
2020-01-13T05:44:55Z,1025
2020-01-13T05:45:05Z,900
2020-01-13T05:45:16Z,750
2020-01-13T05:45:25Z,625
2020-01-13T05:45:36Z,500
2020-01-13T05:45:46Z,350
2020-01-13T05:46:01Z,175
2020-01-13T05:46:11Z,50
2020-01-13T05:46:19Z,100
2020-01-13T05:46:27Z,0
2020-01-13T05:46:40Z,0
2020-01-13T05:46:50Z,0
2020-01-13T05:47:15Z,0
2020-01-13T05:49:09Z,0
2020-01-13T05:49:43Z,0
2020-01-13T05:49:53Z,0
2020-01-13T05:49:59Z,0
2020-01-13T05:50:23Z,0
2020-01-13T05:50:36Z,0
2020-01-13T05:50:42Z,0
2020-01-13T05:50:55Z,0
2020-01-13T05:51:03Z,0
2020-01-13T05:51:18Z,0
2020-01-13T05:51:27Z,0
2020-01-13T05:51:40Z,0
2020-01-13T05:51:46Z,0
2020-01-13T05:51:59Z,0
2020-01-13T05:52:09Z,0
2020-01-13T05:52:21Z,0
2020-01-13T05:52:31Z,0
2020-01-13T05:52:42Z,0
2020-01-13T05:52:48Z,0
2020-01-13T05:53:24Z,0
2020-01-13T05:53:46Z,0
2020-01-13T05:54:42Z,0
2020-01-13T05:56:02Z,0
2020-01-13T05:56:22Z,0
